Plant types,Sites,Age(years),Shoot mass(g),Actual stand density(no./m2),Ann.Rainfall (mm),Ann. Mean Temp.(oC),PET(mm),ALT.(m),LAT.(N  deg.),LON.(E  deg.),Reference
Pinus sylvestris with Picea abies et al.,Sweden  J_draÎs,14,11080.3324,0.2527,590.08,3.425,481.085,170-205,60 48-51'N,16 25-31'E,Cannell (1982).   Page 227
Pinus sylvestris with Picea abies et al.,Sweden  J_draÎs,26,30442.3244,0.3459,590.08,3.425,481.085,170-205,60 48-51'N,16 25-31'E,Cannell (1982).   Page 227
Pinus sylvestris with Picea abies et al.,Sweden  J_draÎs,27,27844.5006,0.3164,590.08,3.425,481.085,170-205,60 48-51'N,16 25-31'E,Cannell (1982).   Page 227
Pinus sylvestris with Picea abies et al.,Sweden  J_draÎs,28,30012.8949,0.3102,590.08,3.425,481.085,185-205,60 50-52'N,16 25-35'E,Cannell (1982).   Page 228
Pinus sylvestris with Picea abies et al.,Sweden  J_draÎs,29,60807.7786,0.1337,590.08,3.425,481.085,185-205,60 50-52'N,16 25-35'E,Cannell (1982).   Page 228
Pinus sylvestris with Picea abies et al.,Sweden  J_draÎs,34,72580.6452,0.1116,590.08,3.425,481.085,185-205,60 50-52'N,16 25-35'E,Cannell (1982).   Page 228
Pinus sylvestris with Picea abies et al.,Sweden  J_draÎs,50,42760.5634,0.1775,590.08,3.425,481.085,185-205,60 50-52'N,16 25-35'E,Cannell (1982).   Page 228
Pinus sylvestris with Picea abies et al.,Sweden  J_draÎs,77,90410.9589,0.0876,590.08,3.425,481.085,185-205,60 50-52'N,16 25-35'E,Cannell (1982).   Page 228
Pinus sylvestris with Picea abies et al.,Sweden  J_draÎs,100,229801.325,0.0453,590.08,3.425,481.085,185-205,60 50-52'N,16 25-35'E,Cannell (1982).   Page 228
Betula verrucosa syn. pendula (77-96%) [a] and Betula pubescens,U.K. England near Peterborough  Holme Fen Nature Reserve,24,12464.9299,0.499,499.42,9.533333333,556.84,50,52 29'N,0 15'E,Cannell (1982).   Page 238
Betula verrucosa syn. pendula (77-96%) [a] and Betula pubescens,U.K. England near Peterborough  Holme Fen Nature Reserve,27,31572.5806,0.248,499.42,9.533333333,556.84,50,52 29'N,0 15'E,Cannell (1982).   Page 238
Betula verrucosa syn. pendula (77-96%) [a] and Betula pubescens,U.K. England near Peterborough  Holme Fen Nature Reserve,32,15154.3943,0.421,499.42,9.533333333,556.84,50,52 29'N,0 15'E,Cannell (1982).   Page 238
Betula verrucosa syn. pendula (77-96%) [a] and Betula pubescens,U.K. England near Peterborough  Holme Fen Nature Reserve,38,47000,0.15,499.42,9.533333333,556.84,50,52 29'N,0 15'E,Cannell (1982).   Page 238
Betula verrucosa syn. pendula (77-96%) [a] and Betula pubescens,U.K. England near Peterborough  Holme Fen Nature Reserve,42,51268.6567,0.134,499.42,9.533333333,556.84,50,52 29'N,0 15'E,Cannell (1982).   Page 238
Betula verrucosa syn. pendula (77-96%) [a] and Betula pubescens,U.K. England near Peterborough  Holme Fen Nature Reserve,46,163243.243,0.074,499.42,9.533333333,556.84,50,52 29'N,0 15'E,Cannell (1982).   Page 238
Betula verrucosa syn. pendula (77-96%) [a] and Betula pubescens,U.K. England near Peterborough  Holme Fen Nature Reserve,53,169313.725,0.102,499.42,9.533333333,556.84,50,52 29'N,0 15'E,Cannell (1982).   Page 238
Betula verrucosa syn. pendula (77-96%) [a] and Betula pubescens,U.K. England near Peterborough  Holme Fen Nature Reserve,55,186363.636,0.088,499.42,9.533333333,556.84,50,52 29'N,0 15'E,Cannell (1982).   Page 238
Castanea sativa,U.K. England near Ashford  Ham Street Woods,5,688.88889,1.8,670.97,9.975,572.02,10,51 05'N,0 55'E,Cannell (1982).   Page 239
Castanea sativa,U.K. England near Ashford  Ham Street Woods,9,2292.85714,1.4,670.97,9.975,572.02,10,51 05'N,0 55'E,Cannell (1982).   Page 239
Ilex aquifolium,U.K. England New Forest,80,19161.2903,0.31,677.26,10.275,572,100,50 50'N,1 35'W,Cannell (1982).   Page 241
Ilex aquifolium,U.K. England New Forest,94,13012.7042,0.551,677.26,10.275,572,100,50 50'N,1 35'W,Cannell (1982).   Page 241
Ilex aquifolium,U.K. England New Forest,92,6614.03509,0.57,677.26,10.275,572,100,50 50'N,1 35'W,Cannell (1982).   Page 241
Ilex aquifolium,U.K. England New Forest,100,41789.1374,0.313,677.26,10.275,572,100,50 50'N,1 35'W,Cannell (1982).   Page 241
Ilex aquifolium,U.K. England New Forest,82,36648.1481,0.54,677.26,10.275,572,100,50 50'N,1 35'W,Cannell (1982).   Page 241
Pinus sylvestria,U.K. England  Thetford Chase,11,3617.02128,0.423,-9999,-9999,-9999,50,52 30'N,1 53'E,Cannell (1982).   Page 244
Pinus sylvestria,U.K. England  Thetford Chase,14,4412.33141,0.519,-9999,-9999,-9999,50,52 30'N,1 53'E,Cannell (1982).   Page 244
Pinus sylvestria,U.K. England  Thetford Chase,17,6134.75177,0.564,-9999,-9999,-9999,50,52 30'N,1 53'E,Cannell (1982).   Page 244
Pinus sylvestria,U.K. England  Thetford Chase,20,9185.18519,0.54,-9999,-9999,-9999,50,52 30'N,1 53'E,Cannell (1982).   Page 244
Pinus sylvestria,U.K. England  Thetford Chase,23,17362.6374,0.364,-9999,-9999,-9999,50,52 30'N,1 53'E,Cannell (1982).   Page 244
Pinus sylvestria,U.K. England  Thetford Chase,31,41940.9283,0.237,-9999,-9999,-9999,50,52 30'N,1 53'E,Cannell (1982).   Page 244
Pinus sylvestria,U.K. England  Thetford Chase,35,62539.6825,0.189,-9999,-9999,-9999,50,52 30'N,1 53'E,Cannell (1982).   Page 244
Pinus sylvestria,U.K. England  Thetford Chase,55,152894.737,0.076,-9999,-9999,-9999,50,52 30'N,1 53'E,Cannell (1982).   Page 244
Aesculus octandra (40%) [a]  Tilia heteroophylla (26%) [a]  Prunus serotina (16%) [a] et al.,U.S.A. Great Smoky Mountains  Trillium Gap,222,344827.586,0.145,1297.995,13.47083333,1102.625,1310,35 28-47'N,84 W,Cannell (1982).   Page 250
Alnus incana subsp. Tenufolia (83-89%) [a] with Salix spp.,U.S.A. Alaska near Fairbanks  Tanana River floodplain,15,6063.99299,0.4563,256.45,-2.975,550.6,-9999,64 45'N,148 15'W,Cannell (1982).   Page 251
Alnus incana subsp. Tenufolia (83-89%) [a] with Salix spp.,U.S.A. Alaska near Fairbanks  Tanana River floodplain,20,5980.11761,0.7142,256.45,-2.975,550.6,-9999,64 45'N,148 15'W,Cannell (1982).   Page 251
Alnus rubra,U.S.A. Oregon  coastal range,5,1129.39084,2.249,1435.54,11.2,799.78,50-300,44-46 'N,124 W,Cannell (1982).   Page 252
Alnus rubra,U.S.A. Oregon  coastal range,10,8534.52253,0.6503,1435.54,11.2,799.78,50-300,44-46 'N,124 W,Cannell (1982).   Page 252
Alnus rubra,U.S.A. Oregon  coastal range,20,77086.656,0.1881,1435.54,11.2,799.78,50-300,44-46 'N,124 W,Cannell (1982).   Page 252
Alnus rubra,U.S.A. Oregon  coastal range,30,202417.582,0.091,1435.54,11.2,799.78,50-300,44-46 'N,124 W,Cannell (1982).   Page 252
Alnus rubra,U.S.A. Oregon  coastal range,40,374080.882,0.0544,1435.54,11.2,799.78,50-300,44-46 'N,124 W,Cannell (1982).   Page 252
Alnus rubra,U.S.A. Oregon  coastal range,50,569863.014,0.0365,1435.54,11.2,799.78,50-300,44-46 'N,124 W,Cannell (1982).   Page 252
Fagus grandifolia  Acer saccharum  Betula lutea syn. alleghaniensis  et al.,U.S.A. New Hampshire  Hubbard Brook,83,40247.9339,0.242,1028.28,5.208333333,765.05,500-630,43 55'N,71 40'W,Cannell (1982).   Page 259
Fagus grandifolia  Acer saccharum  Betula lutea syn. alleghaniensis  et al.,U.S.A. New Hampshire  Hubbard Brook,95,121627.907,0.129,1028.28,5.208333333,765.05,630-710,43 55'N,71 40'W,Cannell (1982).   Page 259
Fagus grandifolia  Acer saccharum  Betula lutea syn. alleghaniensis  et al.,U.S.A. New Hampshire  Hubbard Brook,124,122790.698,0.129,1028.28,5.208333333,765.05,710-785,43 55'N,71 40'W,Cannell (1982).   Page 259
Fagus grandifolia (73%) [a]  Picea rubens (24%) [a]  et al.,U.S.A.  Great Smoky Mountains Newfoundland Gap,135,79906.5421,0.214,1297.995,13.47083333,1102.625,1580,35 28-47'N,84 W,Cannell (1982).   Page 260
F. grandifolia (80%) [a]  Acer saccharum (6%) [a] et al.,U.S.A.  Great Smoky Mountains Newfoundland Gap,84,60368.6636,0.217,1297.995,13.47083333,1102.625,1580,35 28-47'N,84 W,Cannell (1982).   Page 260
Liriodendron tulipifera (77%) [a]  Acer rubrum (82%) [a]  Robinia pseudoccacia  et al.,U.S.A.  Great Smoky Mountains ,29,121263.736,0.182,1433.38,12.75833333,1074.75,700,35 30'N,84 W,Cannell (1982).   Page 263
Populus tremuloides,U.S.A.  New Mexico Sangre de Cristo Range  Tesuque watershed,80,64229.0749,0.227,329.01,8.741666667,1468.68,3109-3231,35 50'N,105 50'W,Cannell (1982).   Page 269
Populus tremuloides,U.S.A.  Minnesota  Itasca,41,129062.5,0.16,589.72,4.541666667,888.02,200-400,47 N,95 W,Cannell (1982).   Page 269
P. tremuloides  Populus grandidentata with Acer saccharum  Acer rubrum et al.,U.S.A.  Minnesota Pike Bay Expt  Forest,40,56373.369,0.2989,590.85,4.191666667,850.55,400,47 20'N,94 30'W,Cannell (1982).   Page 270
Quercus alba  Quercus velutina  Prunus serotina,U.S.A. Wisconsin,130,625355.45,0.0422,751.74,7.266666667,915.91,274,43 02'N,89 24'W,Cannell (1982).   Page 276
Abies amabilis with some Abies procera  Tsuga heterophylla  Tsuga mertensiana,U.S.A.  Washington  Findley lake,23,444.34389,11.05,2060.93,5.891666667,770.99,1140,47 19'N,121 35'W,Cannell (1982).   Page 289
Abies amabilis with some Abies procera  Tsuga heterophylla  Tsuga mertensiana,U.S.A.  Washington  Findley lake,180,873725.49,0.051,2060.93,5.891666667,770.99,1141,47 19'N,121 35'W,Cannell (1982).   Page 289
Picea mariana with understorey shrubs.,U.S.A. Alaska near Fairbanks  Bonanza  Creek Experimental Forest,130,21600,0.5,256.45,-2.975,550.6,,64 45'N,148 15'W,Cannell (1982).   Page 297
Picea mariana with understorey shrubs.,U.S.A. Alaska near Fairbanks  Bonanza  Creek Experimental Forest,51,561.55112,2.7335,256.45,-2.975,550.6,167,64 45'N,148 15'W,Cannell (1982).   Page 297
Picea mariana with understorey shrubs.,U.S.A. Alaska near Fairbanks  Bonanza  Creek Experimental Forest,55,1572.19973,1.482,256.45,-2.975,550.6,470,64 45'N,148 15'W,Cannell (1982).   Page 297
Picea abies,U.S.S.R. Karelia,82,75974.7102,0.1892,536.72,2.766666667,483.87,110-140,62 N,34 E,Cannell (1982).   Page 364
Picea abies,U.S.S.R. Karelia,98,140409.401,0.1319,536.72,2.766666667,483.87,110-140,62 N,34 E,Cannell (1982).   Page 364
Picea abies,U.S.S.R. Karelia,109,178055.556,0.108,536.72,2.766666667,483.87,110-140,62 N,34 E,Cannell (1982).   Page 364
Picea abies,U.S.S.R. Karelia,126,243691.589,0.0856,536.72,2.766666667,483.87,110-140,62 N,34 E,Cannell (1982).   Page 364
Picea abies,U.S.S.R. Karelia,138,184452.622,0.1087,536.72,2.766666667,483.87,110-140,62 N,34 E,Cannell (1982).   Page 364
Brachystegia boehmii  Pterocarpus angolensis  Marquesia macroura  et al.,Zaire  Luanza Kasapa,120,323542.601,0.0446,1160.16,19.98333333,1442.93,1244,11 37'S,27 29'E,Cannell (1982).   Page 374
Quercus robur  Quercus petraea with coppiced understorey of Corylus avellana  Carpinus betulus et al.,Belgium  the Famenne Villers,90,721081.081,0.0185,878.63,8.733333333,635.83,50,50 09'N,5 06'E,Cannell (1982).   Page 26
Quercus robur (75%) [a]  Betula pendula (15%) [a]  Sorbus aucuparia [a],Belgium  Semois region  Orchimont,22.5,12446.28099,0.605,1057.12,8.95,645.34,250,49 53'N,4 55'E,Cannell (1982).   Page 27
Quercus robur (35%) [a]  Carpinus betulus (32%) [a]  Fagus sylvatica (25%) [a] and Acer campestre (3%) [a] with understorey coppice of Corylus avellana et al.,Belgium  Blaimont region  Virelles.,55,75841.1844,0.1486,1013.63,8.658333333,632.21,245,50 04'N,4 21'E,Cannell (1982).   Page 28
Castanopsis cuspidata,Japan  Kumamoto Perfecture,40,39574.4681,0.47,2594.81,12.79166667,841.86,-9999,32 30'N,130 40'E,Cannell (1982).   Page 102
Castanopsis cuspidata,Japan  Kumamoto Perfecture,40,1763.88889,0.72,2594.81,12.79166667,841.86,-9999,32 30'N,130 40'E,Cannell (1982).   Page 102
Castanopsis cuspidata,Japan  Kumamoto Perfecture,40,67551.7241,0.29,2594.81,12.79166667,841.86,-9999,32 30'N,130 40'E,Cannell (1982).   Page 102
Castanopsis cuspidata,Japan  Kumamoto Perfecture,40,77220.339,0.295,2594.81,12.79166667,841.86,-9999,32 30'N,130 40'E,Cannell (1982).   Page 102
Castanopsis cuspidata,Japan  Kumamoto Perfecture,40,41446.8085,0.47,2594.81,12.79166667,841.86,-9999,32 30'N,130 40'E,Cannell (1982).   Page 102
Quercus glauca  Quercus salicina  Quercus acuta  Camellia japonica et al.,Japan  Mie Perfecture,70,5698.79518,0.83,1968.1,11.31666667,852.44,300-400,34 30'N,136-137 E,Cannell (1982).   Page 119
Quercus glauca  Quercus salicina  Quercus acuta  Camellia japonica et al.,Japan  Mie Perfecture,70,34113.2075,0.53,1968.1,11.31666667,852.44,300-400,34 30'N,136-137 E,Cannell (1982).   Page 119
Quercus glauca  Quercus salicina  Quercus acuta  Camellia japonica et al.,Japan  Mie Perfecture,70,11416.6667,0.12,1968.1,11.31666667,852.44,300-400,34 30'N,136-137 E,Cannell (1982).   Page 119
Quercus glauca  Quercus salicina  Quercus acuta  Camellia japonica et al.,Japan  Mie Perfecture,70,46093.0233,0.43,1968.1,11.31666667,852.44,300-400,34 30'N,136-137 E,Cannell (1982).   Page 119
Quercus glauca  Quercus salicina  Quercus acuta  Camellia japonica et al.,Japan  Mie Perfecture,70,3703.7037,1.08,1968.1,11.31666667,852.44,300-400,34 30'N,136-137 E,Cannell (1982).   Page 119
Quercus glauca  Quercus salicina  Quercus acuta  Camellia japonica et al.,Japan  Mie Perfecture,70,32979.1667,0.48,1968.1,11.31666667,852.44,300-400,34 30'N,136-137 E,Cannell (1982).   Page 119
Larix leptoleptis with understorey broadleaved trees.,Japan  Hokkaido  near Mount Asibetu,39,40842.4042,0.2133,1077.77,3.616666667,608.16,230,43 13'N,142 33'E,Cannell (1982).   Page 167
Q. borealis (51%) [b]  Quercus alba (29%) [b]  et al.,U.S.A.  Great Smoky Mountains  Parson Bald,146,33076.9231,0.26,1297.995,13.47083333,1102.625,1390,35 28-47'N,84 W,Cannell (1982).   Page 278
Quercus coccinea (31%)  Quercus alba (18%)  Pinus rigida (18%)  Quercus velutina (3%)  et al.,U.S.A.  New York   Long Island  Brookhaven,43,33441.2082,0.1854,-9999,-9999,-9999,25,40 40'N,73 10.W,Cannell (1982).   Page 279
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,3,1868.686869,0.594,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,5,6498.316498,0.594,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,10,15278.85863,0.3855,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,15,19362.5498,0.3765,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,17,20770.25232,0.3765,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,23,28545.45455,0.275,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,63,224867.7249,0.0945,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,7,16017.9125,0.2903,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,9,16107.38255,0.3874,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,12,22724.35897,0.312,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,14,40519.48052,0.231,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,18,59610.38961,0.231,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,25,91769.08752,0.2685,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,38,174230.7692,0.156,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,53,213333.3333,0.129,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,56,165105.1051,0.1665,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,5,1948.127359,2.0666,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,10,22959.04529,0.3687,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,15,55568.57639,0.2304,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,20,95008.52757,0.1759,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,25,141251.7289,0.1446,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,30,188457.2785,0.1264,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,35,244905.3201,0.1109,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,40,306111.1111,0.09,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,45,370513.9186,0.0934,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,7,11377.77778,0.45,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,14,13911.11111,0.45,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,19,17400,0.45,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,10,6742.987979,0.3494,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,15,20329.70656,0.3033,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,20,37840.73507,0.2612,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,25,58059.05341,0.2303,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,30,81562.65119,0.2067,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,35,107076.6773,0.1878,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cunninghamia lanceolata (Lamb.) Hook. forest,NA,40,134117.6471,0.1734,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cinnamomum camphora forest,Zhuting  Hunan province,11,16991.86992,0.369,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cinnamomum camphora forest,Zhuting  Hunan province,11,13492.60523,0.4395,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cinnamomum camphora forest,Zhuting  Hunan province,11,12016.71891,0.4785,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cinnamomum camphora forest,Zhuting  Hunan province,11,10875.12291,0.5085,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cinnamomum camphora forest,Taoyuan  Hunan province,7,14733.33333,0.3,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cinnamomum camphora forest,Taoyuan  Hunan province,7,14916.66667,0.36,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cinnamomum camphora forest,Taoyuan  Hunan province,7,13777.77778,0.45,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cinnamomum camphora forest,Taoyuan  Hunan province,7,10160,0.75,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cinnamomum camphora forest,Dgang  Jiangxi province,12,58732.02614,0.153,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cinnamomum camphora forest,Dgang  Jiangxi province,12,54016.26016,0.1845,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cinnamomum camphora forest,Dgang  Jiangxi province,12,48600.47281,0.2115,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cinnamomum camphora forest,Dgang  Jiangxi province,12,42742.00249,0.2407,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cinnamomum camphora forest,Dgang  Jiangxi province,12,40605.75296,0.2955,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cinnamomum camphora forest,Nanchang  Jiangxi province,20,77700,0.18,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
Cinnamomum camphora forest,Nanchang  Jiangxi province,20,74004.37637,0.2742,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
CupressusfunebrisEndl. forest,Hujian province,6,8568.627451,0.51,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
CupressusfunebrisEndl. forest,Hujian province,7,12127.45098,0.51,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
CupressusfunebrisEndl. forest,Hujian province,12,28130.59701,0.268,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
CupressusfunebrisEndl. forest,Hujian province,13,29978.10219,0.274,-9999,-9999,-9999,-9999,-9999,-9999,Feng et al. 1999
